,encoded,original,regenerated
7986,"[ 21 118 117  78  35  13 116 120  68 118 117  78 116 105  67 118 117  78
 116 119 115  54 118 117 101 116 105  54 118 117 100 116]",\lim_{n \to \infty} ( x_{n} / y_{n} ) = L_{1} / L_{2}, \lim _ { n \to \infty } ( x _ { n } / y _ { n } ) = L _ { 1 } / L _ { 2 }
7987,"[ 30 118 117  78 115 101 116 114 117  13 116 120  90 118 117  78 116 112
  90 118 117  78 113 101 116 119]",\sum_{n = 1}^{\infty} ( b_{n} - b_{n + 1} ), \sum _ { n = 1 } ^ { \infty } ( b _ { n } - b _ { n + 1 } )
7988,"[ 21 118 117  78  35  13 116  18 117 101 116 117 117  78 114 117  76 116
 116 116 115  92]",\lim_{n \to \infty} \frac{1}{{n^{p}}} = 0, \lim _ { n \to \infty } \frac { 1 } { { n ^ { p } } } = 0
7989,"[ 21 118 117  78  35  13 116  18 117 101 116 117 117  78 114 117  76 116
 116 116 115  92]",\lim_{n \to \infty} \frac{1}{{n^{p}}} = 0, \lim _ { n \to \infty } \frac { 1 } { { n ^ { p } } } = 0
7990,"[ 18 117 101 116 117 117  78 114 117 100 116 116 116  20  18 117 101 116
 117  78 112 101 116 112  18 117 101 116 117  78 116]",\frac{1}{{n^{2}}} \leq \frac{1}{n - 1} - \frac{1}{n}, \frac { 1 } { { n ^ { 2 } } } \leq \frac { 1 } { n - 1 } - \frac { 1 } { n }
7991,"[ 27  21  83  72  73 118 117  99 116 114 117  96 116  27  21  83  72  73
 118 117 100 116 114 117  98 116 100  88  68  88  67 115 100  16 120  96
 112  99 119  16 120  98 112 100 119 115 101 100]",\int\limits_{3}^{6} \int\limits_{2}^{4} 2 dx dy = 2 \cdot ( 6 - 3 ) \cdot ( 4 - 2 ) = 12, \int \lim i t s _ { 3 } ^ { 6 } \int \lim i t s _ { 2 } ^ { 4 } 2 d x d y = 2 \cdot ( 6 - 3 ) \cdot ( 4 - 2 ) = 1 2
7992,[ 21 118 117  68  35  89 116  86 120  68 119 115  86 120  89 119],\lim_{x \to c} f ( x ) = f ( c ), \lim _ { x \to c } f ( x ) = f ( c )
7993,"[ 30 118 117  78 115  92 116 114 117  13 116  86 118 117  78 116 120  68
 119]",\sum_{n = 0}^{\infty} f_{n} ( x ), \sum _ { n = 0 } ^ { \infty } f _ { n } ( x )
7994,"[ 21 118 117  78  35  13 116 120  68 118 117  78 116 105  67 118 117  78
 116 119 115  54 118 117 101 116 105  54 118 117 100 116]",\lim_{n \to \infty} ( x_{n} / y_{n} ) = L_{1} / L_{2}, \lim _ { n \to \infty } ( x _ { n } / y _ { n } ) = L _ { 1 } / L _ { 2 }
7995,"[ 30 118 117  78 115 101 116 114 117  13 116 117 120  18 117  30 118 117
  83 115 101 116 114 117  78 116  91 118 117  83 116 116 117  78 116 119
 114 117  76 116 116  36 117 120  18 117  76 116 117  76 112 101 116 119
 114 117  76 116 116  30 118 117  78 115 101 116 114 117  13 116 117  91
 118 117  78 116 114 117  76 116 116]",\sum_{n = 1}^{\infty} {( \frac{\sum_{i = 1}^{n} a_{i}}{n} )^{p}} \lt {( \frac{p}{p - 1} )^{p}} \sum_{n = 1}^{\infty} {a_{n}^{p}}, \sum _ { n = 1 } ^ { \infty } { ( \frac { \sum _ { i = 1 } ^ { n } a _ { i } } { n } ) ^ { p } } \lt { ( \frac { p } { p - 1 } ) ^ { p } } \sum _ { n = 1 } ^ { \infty } { a _ { n } ^ { p } }
7996,"[ 86 120  68 103  67 119 115  86 118 117 101 116 120  68  67 119 113  86
 118 117 100 116 120  18 117  68 116 117  67 116 119]","f ( x , y ) = f_{1} ( x y ) + f_{2} ( \frac{x}{y} )"," f ( x , y ) = f _ { 1 } ( x y ) + f _ { 2 } ( \frac { x } { y } )"
7997,[117 120 101 113  68 119 114 117  74 116 116  26 101 113  74  68],{( 1 + x )^{r}} \geq 1 + r x, { ( 1 + x ) ^ { r } } \geq 1 + r x
7998,[ 91 118 117  78 116 115  91 118 117 101 116 113 120  78 112 101 119  88],a_{n} = a_{1} + ( n - 1 ) d, a _ { n } = a _ { 1 } + ( n - 1 ) d
7999,[ 21 118 117  68  35  89 116  86 120  68 119 115  86 120  89 119],\lim_{x \to c} f ( x ) = f ( c ), \lim _ { x \to c } f ( x ) = f ( c )
8000,[ 21 118 117  68  35  89 116  86 120  68 119 115  86 120  89 119],\lim_{x \to c} f ( x ) = f ( c ), \lim _ { x \to c } f ( x ) = f ( c )
8001,"[ 68 118 117 101 116 115  18 117 120 101 112  18 117 100 116 117  17 117
  52 112 101 116 116 119  52 116 117  54 116]",x_{1} = \frac{( 1 - \frac{2}{\sqrt{N - 1}} ) N}{L}, x _ { 1 } = \frac { ( 1 - \frac { 2 } { \sqrt { N - 1 } } ) N } { L }
8002,"[ 27  21  83  72  73 118 117  99 116 114 117  96 116  27  21  83  72  73
 118 117 100 116 114 117  98 116 100  88  68  88  67 115 100  16 120  96
 112  99 119  16 120  98 112 100 119 115 101 100]",\int\limits_{3}^{6} \int\limits_{2}^{4} 2 dx dy = 2 \cdot ( 6 - 3 ) \cdot ( 4 - 2 ) = 12, \int \lim i t s _ { 3 } ^ { 6 } \int \lim i t s _ { 2 } ^ { 4 } 2 d x d y = 2 \cdot ( 6 - 3 ) \cdot ( 4 - 2 ) = 1 2
8003,"[ 27  21  83  72  73 118 117  91 116 114 117  91 116  86 120  68 119  88
  68 115  92]",\int\limits_{a}^{a} f ( x ) dx = 0, \int \lim i t s _ { a } ^ { a } f ( x ) d x = 0
8004,"[ 27  21  83  72  73 118 117  92 116 114 117 101 116  27  21  83  72  73
 118 117  92 116 114 117 101 116 117  68 114 117 100 116 116 117  67 114
 117 100 116 116  88  68  88  67]",\int\limits_{0}^{1} \int\limits_{0}^{1} {x^{2}} {y^{2}} dx dy, \int \lim i t s _ { 0 } ^ { 1 } \int \lim i t s _ { 0 } ^ { 1 } { x ^ { 2 } } { y ^ { 2 } } d x d y
8005,"[ 70 118 117  89 116 115  70 118 117  89 112 101 116 120  18 117  74 112
  89 116 117  89 116 119]",v_{c} = v_{c - 1} ( \frac{r - c}{c} ), v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )
8006,"[ 30 118 117  83 115  92 116 114 117  78 116  78  83 115 117 100 114 117
  78 116 116]",\sum_{i = 0}^{n} n i = {2^{n}}, \sum _ { i = 0 } ^ { n } n i = { 2 ^ { n } }
8007,"[ 17 108  78 107 117  18 117  78 113 101 116 117 117 120  78 112 101 119
 114 117 100 116 116 116 116]",\sqrt[n]{\frac{n + 1}{{( n - 1 )^{2}}}}, \sqrt [ n ] { \frac { n + 1 } { { ( n - 1 ) ^ { 2 } } } }
8008,"[ 99 117  91 114 117 100 116 116 117  90 114 117  99 116 116 113  97 117
  91 114 117  99 116 116 117  90 114 117 100 116 116 112  18 117 117  91
 114 117  97 116 116 117  90 114 117  94 116 116 116 117 100 116]",3 {a^{2}} {b^{3}} + 5 {a^{3}} {b^{2}} - \frac{{a^{5}} {b^{8}}}{2}, 3 { a ^ { 2 } } { b ^ { 3 } } + 5 { a ^ { 3 } } { b ^ { 2 } } - \frac { { a ^ { 5 } } { b ^ { 8 } } } { 2 }
8009,"[ 70 118 117  89 116 115  70 118 117  89 112 101 116 120  18 117  74 112
  89 116 117  89 116 119]",v_{c} = v_{c - 1} ( \frac{r - c}{c} ), v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )
8010,"[ 17 108  78 107 117  18 117  78 113 101 116 117 117 120  78 112 101 119
 114 117 100 116 116 116 116]",\sqrt[n]{\frac{n + 1}{{( n - 1 )^{2}}}}, \sqrt [ n ] { \frac { n + 1 } { { ( n - 1 ) ^ { 2 } } } }
8011,"[ 85 120  68 103  67 119 115  17 108  99 107 117  68 112  67 116 113  17
 117 106  68 113  67 106 116]","g ( x , y ) = \sqrt[3]{x - y} + \sqrt{| x + y |}"," g ( x , y ) = \sqrt [ 3 ] { x - y } + \sqrt { | x + y | }"
8012,"[ 86 120  68 103  67 119 115  86 118 117 101 116 120  68 103  67 119 113
  86 118 117 100 116 120  18 117  68 116 117  67 116 119]","f ( x , y ) = f_{1} ( x , y ) + f_{2} ( \frac{x}{y} )"," f ( x , y ) = f _ { 1 } ( x , y ) + f _ { 2 } ( \frac { x } { y } )"
8013,"[ 84 120  68 103  67 119 115 117  68 114 117  67 113  18 117 101 116 117
  67 116 116 116]","h ( x , y ) = {x^{y + \frac{1}{y}}}"," h ( x , y ) = { x ^ { y + \frac { 1 } { y } } }"
8014,"[ 68 118 117 101 116 115  18 117 120 101 112  18 117 100 116 117  17 117
  52 112 101 116 116 119  52 116 117  54 116]",x_{1} = \frac{( 1 - \frac{2}{\sqrt{N - 1}} ) N}{L}, x _ { 1 } = \frac { ( 1 - \frac { 2 } { \sqrt { N - 1 } } ) N } { L }
8015,"[ 17 108  78 107 117  18 117  78 113 101 116 117 117 120  78 112 101 119
 114 117 100 116 116 116 116]",\sqrt[n]{\frac{n + 1}{{( n - 1 )^{2}}}}, \sqrt [ n ] { \frac { n + 1 } { { ( n - 1 ) ^ { 2 } } } }
8016,"[ 21 118 117  78  35  13 116  18 117  78 111 116 117  17 117 100  32  78
 116 120  18 117  78 116 117  87 116 119 116 115 101]",\lim_{n \to \infty} \frac{n !}{\sqrt{2 \pi n} ( \frac{n}{e} )} = 1, \lim _ { n \to \infty } \frac { n ! } { \sqrt { 2 \pi n } ( \frac { n } { e } ) } = 1
8017,[ 21 118 117  68  35  89 116  86 120  68 119 115  86 120  89 119],\lim_{x \to c} f ( x ) = f ( c ), \lim _ { x \to c } f ( x ) = f ( c )
8018,[ 21 118 117  68  35  89 116  86 120  68 119 115  86 120  89 119],\lim_{x \to c} f ( x ) = f ( c ), \lim _ { x \to c } f ( x ) = f ( c )
8019,"[ 70 118 117  89 116 115  70 118 117  89 112 101 116 120  18 117  74 112
  89 116 117  89 116 119]",v_{c} = v_{c - 1} ( \frac{r - c}{c} ), v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )
8020,"[ 30 118 117  78 115  92 116 114 117  13 116  86 118 117  78 116 120  68
 119]",\sum_{n = 0}^{\infty} f_{n} ( x ), \sum _ { n = 0 } ^ { \infty } f _ { n } ( x )
8021,"[ 18 117  99  68 113  67 116 117  66 116 115 120  18 117  65 112 101 116
 117 117  68 114 117 100 116 116 113 117  67 114 117 100 116 116 116 119]",\frac{3 x + y}{z} = ( \frac{A - 1}{{x^{2}} + {y^{2}}} ), \frac { 3 x + y } { z } = ( \frac { A - 1 } { { x ^ { 2 } } + { y ^ { 2 } } } )
8022,"[ 17 108  78 107 117  18 117  78 113 101 116 117 117 120  78 112 101 119
 114 117 100 116 116 116 116]",\sqrt[n]{\frac{n + 1}{{( n - 1 )^{2}}}}, \sqrt [ n ] { \frac { n + 1 } { { ( n - 1 ) ^ { 2 } } } }
8023,"[ 17 108  78 107 117  18 117  78 113 101 116 117 117 120  78 112 101 119
 114 117 100 116 116 116 116]",\sqrt[n]{\frac{n + 1}{{( n - 1 )^{2}}}}, \sqrt [ n ] { \frac { n + 1 } { { ( n - 1 ) ^ { 2 } } } }
8024,"[ 21 118 117  78  35  13 116  18 117  78 111 116 117  17 117 100  32  78
 116 120  18 117  78 116 117  87 116 119 116 115 101]",\lim_{n \to \infty} \frac{n !}{\sqrt{2 \pi n} ( \frac{n}{e} )} = 1, \lim _ { n \to \infty } \frac { n ! } { \sqrt { 2 \pi n } ( \frac { n } { e } ) } = 1
8025,"[ 17 108  78 107 117  18 117  78 113 101 116 117 117 120  78 112 101 119
 114 117 100 116 116 116 116]",\sqrt[n]{\frac{n + 1}{{( n - 1 )^{2}}}}, \sqrt [ n ] { \frac { n + 1 } { { ( n - 1 ) ^ { 2 } } } }
8026,"[ 18 117  99  68 113  67 116 117  66 116 115 120  18 117  65 112 101 116
 117 117  68 114 117 100 116 116 113 117  67 114 117 100 116 116 116 119]",\frac{3 x + y}{z} = ( \frac{A - 1}{{x^{2}} + {y^{2}}} ), \frac { 3 x + y } { z } = ( \frac { A - 1 } { { x ^ { 2 } } + { y ^ { 2 } } } )
8027,"[ 68 118 117 101 116 115  18 117 120 101 112  18 117 100 116 117  17 117
  52 112 101 116 116 119  52 116 117  54 116]",x_{1} = \frac{( 1 - \frac{2}{\sqrt{N - 1}} ) N}{L}, x _ { 1 } = \frac { ( 1 - \frac { 2 } { \sqrt { N - 1 } } ) N } { L }
8028,"[ 70 118 117  89 116 115  70 118 117  89 112 101 116 120  18 117  74 112
  89 116 117  89 116 119]",v_{c} = v_{c - 1} ( \frac{r - c}{c} ), v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )
8029,"[ 21 118 117  78  35  13 116 120  18 117  68 118 117  78 116 116 117  67
 118 117  78 116 116 119 115  18 117  54 118 117 101 116 116 117  54 118
 117 100 116 116]",\lim_{n \to \infty} ( \frac{x_{n}}{y_{n}} ) = \frac{L_{1}}{L_{2}}, \lim _ { n \to \infty } ( \frac { x _ { n } } { y _ { n } } ) = \frac { L _ { 1 } } { L _ { 2 } }
8030,"[ 17 108  78 107 117  18 117  78 113 101 116 117 117 120  78 112 101 119
 114 117 100 116 116 116 116]",\sqrt[n]{\frac{n + 1}{{( n - 1 )^{2}}}}, \sqrt [ n ] { \frac { n + 1 } { { ( n - 1 ) ^ { 2 } } } }
8031,"[ 30 118 117  78 115  92 116 114 117  13 116 120  90 118 117  78 116 112
  90 118 117  78 113 101 116 119]",\sum_{n = 0}^{\infty} ( b_{n} - b_{n + 1} ), \sum _ { n = 0 } ^ { \infty } ( b _ { n } - b _ { n + 1 } )
8032,"[ 18 117  97 116 117  68 113 101 116 113  18 117  97 116 117 117  68 114
 117 100 116 116 113  68 116]",\frac{5}{x + 1} + \frac{5}{{x^{2}} + x}, \frac { 5 } { x + 1 } + \frac { 5 } { { x ^ { 2 } } + x }
8033,"[ 17 108  78 107 117  18 117  78 113 101 116 117 117 120  78 112 101 119
 114 117 100 116 116 116 116]",\sqrt[n]{\frac{n + 1}{{( n - 1 )^{2}}}}, \sqrt [ n ] { \frac { n + 1 } { { ( n - 1 ) ^ { 2 } } } }
8034,"[ 70 118 117  89 116 115  70 118 117  89 112 101 116 120  18 117  74 112
  89 116 117  89 116 119]",v_{c} = v_{c - 1} ( \frac{r - c}{c} ), v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )
8035,"[ 21 118 117  78  35  13 116  18 117 101 116 117 117  78 114 117  76 116
 116 116 115  92]",\lim_{n \to \infty} \frac{1}{{n^{p}}} = 0, \lim _ { n \to \infty } \frac { 1 } { { n ^ { p } } } = 0
8036,"[ 27  21  83  72  73 118 117  92 116 114 117  13 116  17 117  68 116 117
  87 114 117 112  68 116 116  88  68 115  18 117 101 116 117 100 116  17
 117  32 116]",\int\limits_{0}^{\infty} \sqrt{x} {e^{- x}} dx = \frac{1}{2} \sqrt{\pi}, \int \lim i t s _ { 0 } ^ { \infty } \sqrt { x } { e ^ { - x } } d x = \frac { 1 } { 2 } \sqrt { \pi }
8037,"[ 70 118 117  89 116 115  70 118 117  89 112 101 116 120  18 117  74 112
  89 116 117  89 116 119]",v_{c} = v_{c - 1} ( \frac{r - c}{c} ), v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )
8038,"[117 120  68 113 101 119 114 117  78 113 101 116 116 115 120  68 113 101
 119 117 120  68 113 101 119 114 117  78 116 116]",{( x + 1 )^{n + 1}} = ( x + 1 ) {( x + 1 )^{n}}, { ( x + 1 ) ^ { n + 1 } } = ( x + 1 ) { ( x + 1 ) ^ { n } }
8039,"[ 86 120  68 103  67 119 115  86 118 117 101 116 120  68  67 119 113  86
 118 117 100 116 120  18 117  68 116 117  67 116 119]","f ( x , y ) = f_{1} ( x y ) + f_{2} ( \frac{x}{y} )"," f ( x , y ) = f _ { 1 } ( x y ) + f _ { 2 } ( \frac { x } { y } )"
8040,"[ 70 118 117  89 116 115  70 118 117  89 112 101 116 120  18 117  74 112
  89 116 117  89 116 119]",v_{c} = v_{c - 1} ( \frac{r - c}{c} ), v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )
8041,"[ 84 120  68 103  67 119 115 117  68 114 117  67 113  18 117 101 116 117
  67 116 116 116]","h ( x , y ) = {x^{y + \frac{1}{y}}}"," h ( x , y ) = { x ^ { y + \frac { 1 } { y } } }"
8042,"[ 30 118 117  78 115 101 116 114 117  13 116 117 120  18 117  30 118 117
  83 115 101 116 114 117  78 116  91 118 117  83 116 116 117  78 116 119
 114 117  76 116 116  36 117 120  18 117  76 116 117  76 112 101 116 119
 114 117  76 116 116  30 118 117  78 115 101 116 114 117  13 116 117  91
 118 117  78 116 114 117  76 116 116]",\sum_{n = 1}^{\infty} {( \frac{\sum_{i = 1}^{n} a_{i}}{n} )^{p}} \lt {( \frac{p}{p - 1} )^{p}} \sum_{n = 1}^{\infty} {a_{n}^{p}}, \sum _ { n = 1 } ^ { \infty } { ( \frac { \sum _ { i = 1 } ^ { n } a _ { i } } { n } ) ^ { p } } \lt { ( \frac { p } { p - 1 } ) ^ { p } } \sum _ { n = 1 } ^ { \infty } { a _ { n } ^ { p } }
8043,"[ 21 118 117  67  35  13 116  67  28 120  18 117  89 116 117  67 116 119
 115  89]",\lim_{y \to \infty} y \sin ( \frac{c}{y} ) = c, \lim _ { y \to \infty } y \sin ( \frac { c } { y } ) = c
8044,"[ 30 118 117  78 115  92 116 114 117  13 116  86 118 117  78 116 120  68
 119]",\sum_{n = 0}^{\infty} f_{n} ( x ), \sum _ { n = 0 } ^ { \infty } f _ { n } ( x )
8045,"[ 21 118 117  78  35  13 116  18 117 101 116 117 117  78 114 117  76 116
 116 116 115  92]",\lim_{n \to \infty} \frac{1}{{n^{p}}} = 0, \lim _ { n \to \infty } \frac { 1 } { { n ^ { p } } } = 0
8046,"[ 79 120  90 112  91 119  20  27  21  83  72  73 118 117  91 116 114 117
  90 116  86 120  68 119  88  68  20  53 120  90 112  91 119]",m ( b - a ) \leq \int\limits_{a}^{b} f ( x ) dx \leq M ( b - a ), m ( b - a ) \leq \int \lim i t s _ { a } ^ { b } f ( x ) d x \leq M ( b - a )
8047,"[117 120  68 113 101 119 114 117  78 113 101 116 116 115 120  68 113 101
 119 117 120  68 113 101 119 114 117  78 116 116]",{( x + 1 )^{n + 1}} = ( x + 1 ) {( x + 1 )^{n}}, { ( x + 1 ) ^ { n + 1 } } = ( x + 1 ) { ( x + 1 ) ^ { n } }
8048,"[106  27  21  83  72  73 118 117  91 116 114 117  90 116  86 120  68 119
  88  68 106  20  27  21  83  72  73 118 117  91 116 114 117  90 116 106
  86 120  68 119 106  88  68]",| \int\limits_{a}^{b} f ( x ) dx | \leq \int\limits_{a}^{b} | f ( x ) | dx, | \int \lim i t s _ { a } ^ { b } f ( x ) d x | \leq \int \lim i t s _ { a } ^ { b } | f ( x ) | d x
8049,"[117 120  68 113 101 119 114 117  78 113 101 116 116 115 120  68 113 101
 119 117 120  68 113 101 119 114 117  78 116 116]",{( x + 1 )^{n + 1}} = ( x + 1 ) {( x + 1 )^{n}}, { ( x + 1 ) ^ { n + 1 } } = ( x + 1 ) { ( x + 1 ) ^ { n } }
8050,"[ 18 117 101 116 117 117  78 114 117 100 116 116 116  20  18 117 101 116
 117  78 112 101 116 112  18 117 101 116 117  78 116]",\frac{1}{{n^{2}}} \leq \frac{1}{n - 1} - \frac{1}{n}, \frac { 1 } { { n ^ { 2 } } } \leq \frac { 1 } { n - 1 } - \frac { 1 } { n }
8051,"[ 27  21  83  72  73 118 117  92 116 114 117  13 116  86 120  68 119  88
  68 115  21 118 117  90  35  13 116  27  21  83  72  73 118 117  92 116
 114 117  90 116  86 120  68 119  88  68]",\int\limits_{0}^{\infty} f ( x ) dx = \lim_{b \to \infty} \int\limits_{0}^{b} f ( x ) dx, \int \lim i t s _ { 0 } ^ { \infty } f ( x ) d x = \lim _ { b \to \infty } \int \lim i t s _ { 0 } ^ { b } f ( x ) d x
8052,"[ 85 120  68 103  67 119 115  17 108  99 107 117  68 112  67 116 113  17
 117 106  68 113  67 106 116]","g ( x , y ) = \sqrt[3]{x - y} + \sqrt{| x + y |}"," g ( x , y ) = \sqrt [ 3 ] { x - y } + \sqrt { | x + y | }"
8053,"[117 120  18 117 101 113 117  68 114 117 100 116 116 116 117 101 113 117
  67 114 117 100 116 116 116 119 114 117  72 116 116  20 117 100 114 117
 106  72 106 116 116 117 120 101 113 117 120  68 112  67 119 114 117 100
 116 116 119 114 117 106  72 106 116 116]",{( \frac{1 + {x^{2}}}{1 + {y^{2}}} )^{t}} \leq {2^{| t |}} {( 1 + {( x - y )^{2}} )^{| t |}}, { ( \frac { 1 + { x ^ { 2 } } } { 1 + { y ^ { 2 } } } ) ^ { t } } \leq { 2 ^ { | t | } } { ( 1 + { ( x - y ) ^ { 2 } } ) ^ { | t | } }
8054,"[106  27  21  83  72  73 118 117  91 116 114 117  90 116  86 120  68 119
  88  68 106  20  27  21  83  72  73 118 117  91 116 114 117  90 116 106
  86 120  68 119 106  88  68]",| \int\limits_{a}^{b} f ( x ) dx | \leq \int\limits_{a}^{b} | f ( x ) | dx, | \int \lim i t s _ { a } ^ { b } f ( x ) d x | \leq \int \lim i t s _ { a } ^ { b } | f ( x ) | d x
8055,"[ 30 118 117  78 115  92 116 114 117  13 116  86 118 117  78 116 120  68
 119]",\sum_{n = 0}^{\infty} f_{n} ( x ), \sum _ { n = 0 } ^ { \infty } f _ { n } ( x )
8056,"[ 99 117  91 114 117 100 116 116 117  90 114 117  99 116 116 113  97 117
  91 114 117  99 116 116 117  90 114 117 100 116 116 112  18 117 117  91
 114 117  97 116 116 117  90 114 117  94 116 116 116 117 100 116]",3 {a^{2}} {b^{3}} + 5 {a^{3}} {b^{2}} - \frac{{a^{5}} {b^{8}}}{2}, 3 { a ^ { 2 } } { b ^ { 3 } } + 5 { a ^ { 3 } } { b ^ { 2 } } - \frac { { a ^ { 5 } } { b ^ { 8 } } } { 2 }
8057,"[ 60 120  68 103  67 103  66 119 115  59 120  68 103  67 119 113  58 120
  67 103  66 119 113 100 101]","F ( x , y , z ) = G ( x , y ) + H ( y , z ) + 21"," F ( x , y , z ) = G ( x , y ) + H ( y , z ) + 2 1"
8058,"[ 85 120  68 103  67 119 115  17 108  99 107 117  68 112  67 116 113  17
 117 106  68 113  67 106 116]","g ( x , y ) = \sqrt[3]{x - y} + \sqrt{| x + y |}"," g ( x , y ) = \sqrt [ 3 ] { x - y } + \sqrt { | x + y | }"
8059,[117 120 101 113  68 119 114 117  74 116 116  26 101 113  74  68],{( 1 + x )^{r}} \geq 1 + r x, { ( 1 + x ) ^ { r } } \geq 1 + r x
8060,"[ 68 118 117 101 116 115  18 117 120 101 112  18 117 100 116 117  17 117
  52 112 101 116 116 119  52 116 117  54 116]",x_{1} = \frac{( 1 - \frac{2}{\sqrt{N - 1}} ) N}{L}, x _ { 1 } = \frac { ( 1 - \frac { 2 } { \sqrt { N - 1 } } ) N } { L }
8061,"[ 84 120  68 103  67 119 115 117  68 114 117  67 113  18 117 101 116 117
  67 116 116 116]","h ( x , y ) = {x^{y + \frac{1}{y}}}"," h ( x , y ) = { x ^ { y + \frac { 1 } { y } } }"
8062,"[ 21 118 117  67  35  13 116  67  28 120  18 117  89 116 117  67 116 119
 115  89]",\lim_{y \to \infty} y \sin ( \frac{c}{y} ) = c, \lim _ { y \to \infty } y \sin ( \frac { c } { y } ) = c
8063,"[ 99 117  91 114 117 100 116 116 117  90 114 117  99 116 116 113  97 117
  91 114 117  99 116 116 117  90 114 117 100 116 116 112  18 117 117  91
 114 117  97 116 116 117  90 114 117  94 116 116 116 117 100 116]",3 {a^{2}} {b^{3}} + 5 {a^{3}} {b^{2}} - \frac{{a^{5}} {b^{8}}}{2}, 3 { a ^ { 2 } } { b ^ { 3 } } + 5 { a ^ { 3 } } { b ^ { 2 } } - \frac { { a ^ { 5 } } { b ^ { 8 } } } { 2 }
8064,"[ 21 118 117  78  35  13 116  18 117  78 111 116 117  17 117 100  32  78
 116 120  18 117  78 116 117  87 116 119 116 115 101]",\lim_{n \to \infty} \frac{n !}{\sqrt{2 \pi n} ( \frac{n}{e} )} = 1, \lim _ { n \to \infty } \frac { n ! } { \sqrt { 2 \pi n } ( \frac { n } { e } ) } = 1
8065,"[ 18 117  99  68 113  67 116 117  66 116 115 120  18 117  65 112 101 116
 117 117  68 114 117 100 116 116 113 117  67 114 117 100 116 116 116 119]",\frac{3 x + y}{z} = ( \frac{A - 1}{{x^{2}} + {y^{2}}} ), \frac { 3 x + y } { z } = ( \frac { A - 1 } { { x ^ { 2 } } + { y ^ { 2 } } } )
8066,"[ 27  21  83  72  73 118 117  99 116 114 117  96 116  27  21  83  72  73
 118 117 100 116 114 117  98 116 100  88  68  88  67 115 100  16 120  96
 112  99 119  16 120  98 112 100 119 115 101 100]",\int\limits_{3}^{6} \int\limits_{2}^{4} 2 dx dy = 2 \cdot ( 6 - 3 ) \cdot ( 4 - 2 ) = 12, \int \lim i t s _ { 3 } ^ { 6 } \int \lim i t s _ { 2 } ^ { 4 } 2 d x d y = 2 \cdot ( 6 - 3 ) \cdot ( 4 - 2 ) = 1 2
8067,"[ 21 118 117  78  35  13 116  18 117 101 116 117 117  78 114 117  76 116
 116 116 115  92]",\lim_{n \to \infty} \frac{1}{{n^{p}}} = 0, \lim _ { n \to \infty } \frac { 1 } { { n ^ { p } } } = 0
8068,"[ 99 117  91 114 117 100 116 116 117  90 114 117  99 116 116 113  97 117
  91 114 117  99 116 116 117  90 114 117 100 116 116 112  18 117 117  91
 114 117  97 116 116 117  90 114 117  94 116 116 116 117 100 116]",3 {a^{2}} {b^{3}} + 5 {a^{3}} {b^{2}} - \frac{{a^{5}} {b^{8}}}{2}, 3 { a ^ { 2 } } { b ^ { 3 } } + 5 { a ^ { 3 } } { b ^ { 2 } } - \frac { { a ^ { 5 } } { b ^ { 8 } } } { 2 }
8069,"[117 120  18 117 101 113 117  68 114 117 100 116 116 116 117 101 113 117
  67 114 117 100 116 116 116 119 114 117  72 116 116  20 117 100 114 117
 106  72 106 116 116 117 120 101 113 117 120  68 112  67 119 114 117 100
 116 116 119 114 117 106  72 106 116 116]",{( \frac{1 + {x^{2}}}{1 + {y^{2}}} )^{t}} \leq {2^{| t |}} {( 1 + {( x - y )^{2}} )^{| t |}}, { ( \frac { 1 + { x ^ { 2 } } } { 1 + { y ^ { 2 } } } ) ^ { t } } \leq { 2 ^ { | t | } } { ( 1 + { ( x - y ) ^ { 2 } } ) ^ { | t | } }
8070,"[120  18 117 101 116 117 117  79 114 117 100 116 116 116 112  18 117  99
  79 116 117  78 116 113  18 117 100 116 117  79  78 116 119]",( \frac{1}{{m^{2}}} - \frac{3 m}{n} + \frac{2}{m n} ), ( \frac { 1 } { { m ^ { 2 } } } - \frac { 3 m } { n } + \frac { 2 } { m n } )
8071,"[106  27  21  83  72  73 118 117  91 116 114 117  90 116  86 120  68 119
  88  68 106  20  27  21  83  72  73 118 117  91 116 114 117  90 116 106
  86 120  68 119 106  88  68]",| \int\limits_{a}^{b} f ( x ) dx | \leq \int\limits_{a}^{b} | f ( x ) | dx, | \int \lim i t s _ { a } ^ { b } f ( x ) d x | \leq \int \lim i t s _ { a } ^ { b } | f ( x ) | d x
8072,"[ 18 117 101 116 117 117  78 114 117 100 116 116 116  20  18 117 101 116
 117  78 112 101 116 112  18 117 101 116 117  78 116]",\frac{1}{{n^{2}}} \leq \frac{1}{n - 1} - \frac{1}{n}, \frac { 1 } { { n ^ { 2 } } } \leq \frac { 1 } { n - 1 } - \frac { 1 } { n }
